,WDID,STATUS,SPILL_ID,SPILL_LOC_NAME,SPILL_VOL,REACH_SURFACE,REACH_STORM_DRAINPIPE,RETURN_TO_SSS,SPILL_VOL_RECOVER,SPILL_VOL_REACH_SURF,LATTITUDE_DECIMAL_DEGREES,LONGITUDE_DECIMAL_DEGREES,ADDRESS,CITY,ZIP,SPILL_LOC_DESC,APPEAR_PT,APPEAR_PT_EXPLAIN,FINAL_SPILL_DEST,FINAL_SPILL_DEST_EXPL,START_DT,AGENCY_NOTIFY_DT,OPRTOR_ARRVL_DT,EST_END_DT,SPILL_CAUSE,SPILL_CAUSE_EXPLAIN,SSO_PLSD_SOURCE_PLSD,SSO_PLSD_SOURCE_EXPLAIN,WHERE_FAILURE_OCCUR,WHERE_FAIL_OCCUR_EXP,DIAMETER_OF_SEWER,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,RESPONSE_ACTIVITIES,RESPONSE_ACTIVITIES_EXPL,Unnamed: 35
3840,8SSO11501,Active,738698,"Rockin Baja Restaurant, 9335 Monte Vista Ave., Montclair, CA 91763",25.0,No,No,Not Applicable - Spill did not reach storm drainpipe,25.0,0.0,34.083889,-117.698972,9335 Monte Vista,Montclair,91763.0,"Spill occurred from the three manhole covers of the grease interceptor (first chamber, second chamber, sample box).",Other (specify),"Spill was observed to appear from the three manhole covers of the grease interceptor (first chamber, second chamber, sample box).",Other (specify below),Spill was contained in the parking lot area where it was cleaned and disinfected as requried.,04-JUN-09 07.15.00.000000 PM,06/04/2009 19:39,06/04/2009 19:45,04-JUN-09 07.45.00.000000 PM,Pipe structural problem/failure, ,,, ,"failure occurred approximately 47' past the sample box, in the planter area near the front entrance of the restaurant",4,cast iron, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3841,8SSO11501,Active,792189,"Public Storage, 5548 Arrow Hwy., Montclair, CA 91763",30.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,34.093092,-117.684189,5548 Arrow,Montclair,91763.0,Clean out in parking lot area,Other (specify),Clean out,Other (specify below),Grass Storm Water infiltration basin,27-FEB-13 02.25.00.000000 PM,02/27/2013 15:05,02/27/2013 15:15,27-FEB-13 03.30.00.000000 PM,Debri-Rags,Feminine Hygine Products,,,Upper Lateral,Approximately 30 feet from sewer clean out where spill was visible.,4,ABS,5,Cleaned-up (mitigated effects of spill);Restored flow;Other (specify below),"At 2:25 pm Public Storage District manager Rick Jansen noticed wastewater coming from a cleanout in the parking area.  Onsite manager John Adams contacted City of Montclair Public Works Administrative Analysy Alicia Johnson at 3:05pm.  Ms. Johnson contacted Public Works Superintendant Xavier Mendez and Environmental Manager Nicole Greene at 3:06pm.  Mr. Mendez sent Field Maintenance Workers Ron Baron and Eddy Chavez to the site.  Barron and Chavez arrived at 3:15pm and evaluated the spill.  At 3:20-3:30pm Baron and Chavez jetted the main sewer line in both directions and determined that the blockage was not in the City Main line.  No flow had entered the stormdrain/curb and gutter.  All wastewater from the clean out flowed into an onsite grass storm water infiltration basin.  No solid waste or toilet paper was visable.  Environmental Manager Nicole Greene and Environmental Compliance Inspector Tanya Honeycutt arrived onsite at 3:30pm and made contact with Rick Jansen and John Adams.  The employees were notified that the blockage is in the lateral, and that a plumber needed to be contacted immediately to resolve the issue.  Greene and Honeycutt requried all water usage on the property to be suspended until the later was cleared and flow restored.  Plumber Paul Jenkin from Paul Jenkin Plumbing arrived onsite at 6:20 pm and the blockage was removed at 6:44pm by rodding the line.  The blockage was determined to be approximately 30 feet in the lateral from the clean out where the spill was visable and was determined to be caused by rags/debris (feminine hygine products).Flow was restored as required.",
3842,8SSO11501,Active,807435,4671 Kingsley Avenue,170.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.06652,-117.70331,4671 Kingsley Avenue,Montclair,91763.0,Clean out at rear of the structure/house,Lateral Clean Out (Private), ,Paved Surface,"a portion of the spilled wastewater evaporated prior to the notification of the City of the spill.  Once the City was notified, approximately 50 gallons of wastewater and water from the cleaning of the area was removed by the Sewer Vacuum Truck",30-JUN-14 08.00.00.000000 AM,06/30/2014 16:38,06/30/2014 17:04,30-JUN-14 05.04.00.000000 PM,Pipe Structural Problem/Failure, ,"Multi-Family Home ( 4 or less Units - Apartments, Condos, etc.)", ,Upper Lateral (Private), ,4, , ,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Other (specify below),see attachment,
3843,8SSO11501,Active,809670,9399 Autoplex Drive,60.0,No,Yes,Yes,50.0,0.0,34.0831526,-117.6926625,9399 Autoplex,Montclair,91763.0,Small spill originated from the manhole pick hole of the manhole at the center of the Autoplex Drive cul-de-sac for Metro Honda and Metro Acura of Montclair (car dealerships).,Manhole,Small spill originated from the manhole pick hole of the manhole at the center of the Autoplex Drive cul-de-sac for Metro Honda and Metro Acura of Montclair (car dealerships).,Separate Storm Drain, ,23-SEP-14 09.00.00.000000 AM,09/23/2014 09:10,09/23/2014 09:20,23-SEP-14 09.23.00.000000 AM,Debris from Construction,Spill was caused by construction debris from construction of the Metro H0nda Service Center located adjacent to the affected manhole,"Commercial Property (Office, retail, etc.)",Car Dealership currently undergoing construction for a service center expansion.,Gravity Mainline, ,8,VCP,15,Cleaned-Up;Contained all or portion of spill;Restored flow;Returned Portion of Spill to Sanitary Sewer System;Property Owner Notified,Sewer Maintenance Workers arrived onsite and cleared the blockage.  The blockage was caused by construction debris in the mainline and manhole that came from the Metro Honda Service Center construction addition project.  Once debris was removed and flow was restored the small amount of flow that had entered the storm drain inlet was recovered  at the City of Montclair Storm Drain interceptor located at Palo Verde Avenue.  That captured flow was returned to the City of Montclair Sewer System.  The 30 foot section of storm drain curb and gutter was disinfected and cleaned and all cleaning wash water was discharged to the sewer system.  Approximately 10 gallons of wastewater from the spill evaporated in the curb and gutter prior to cleaning and disinfection that had not been recovered.,
3844,8SSO11501,Active,809758,4780 Mission Blvd.,120.0,No,Yes,No,30.0,70.0,34.0574841,-117.700576,4780 Mission Blvd.,Montclair,91763.0,The spill originated from manhole lid of a septic tank at the northern portion of the property adjacent to commercial/residential apartment suites.,Manhole,The spill originated from manhole lid of a septic tank at the northern portion of the property adjacent to commercial/residential apartment suites.,Separate Storm Drain, ,06-OCT-14 09.00.00.000000 AM,10/06/2014 09:00,10/06/2014 10:17,06-OCT-14 11.15.00.000000 AM,Other (specify below),Septic tank.  Second chamber of the septic tank had broken effluent tee which prevented discharge to the seepage pits and cause wastewater flow from the manhole of the second chamber of the septic tank.,Mixed Use Property,Mixed commercial office suites and residential apartment units.,Other (specify below),Septic tank.  Second chamber of the septic tank had broken effluent tee which prevented discharge to the seepage pits and cause wastewater flow from the manhole of the second chamber of the septic tank., , , ,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Returned Portion of Spill to Sanitary Sewer System;Property Owner Notified,Refer to attachment : 4780 Mission SSO 10_6_14,
3845,8SSO11501,Active,819341,"Jack in the Box, 4565 Holt Blvd., Montclair, CA 91763",200.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,0.0,0.0,4565 Holt Blvd.,Montclair,91763.0,Sewer Cleanout in drive isle adjacent to the CVS.,Lateral Clean Out (Private), ,Other (specify below),Storm drain box culvert.  Wastewater evaporated on the pavement in the ribbon drain or was absorbed by the dirt inside the storm drain box culvert located adjacent to an empty field.  All wastewater was absorbed or evaporated and did not flow past the box location.,31-OCT-15 03.00.00.000000 PM,10/31/2015 16:00,10/31/2015 16:30,31-OCT-15 05.30.00.000000 PM,Debris-Rags, ,Food Service Establishment (FSE), ,Upper Lateral (Private),Approx. 50 feet from restaurant restrooms.  Wastewater was observed flowing from a sewer cleanout located in the drive isle adjacent to the CVS pharmacy.,4, , ,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Restored flow;Returned Portion of Spill to Sanitary Sewer System;Property Owner Notified, ,
3846,8SSO11513,Active,785945,Crystal Cove Retail Center,100.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,100.0,0.0,33.569917,-117.832464, ,Newport Beach,,Spill location discharged through a clean out on a private lateral which services 2 food service establishments.,Other (specify),Private lateral cleanout,Other paved surface, ,24-AUG-12 11.30.00.000000 AM,08/24/2012 11:40,08/24/2012 12:10,24-AUG-12 12.18.00.000000 PM,Debri-Rags, ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3847,8SSO11513,Active,817571,"17605 Harvard Ave, Irvine",100.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,100.0,0.0,33.677242,-117.832653,17605 Harvard Ave.,Irvine,92614.0,Discharge occurred in front of a Ralph's grocery store located at this address.,Lateral Clean Out (Private), ,Paved Surface;Street/Curb and Gutter, ,12-AUG-15 07.30.00.000000 AM,08/12/2015 09:48,08/12/2015 10:04,12-AUG-15 01.26.00.000000 PM,Grease Deposition (FOG), ,Food Service Establishment (FSE),Cleanout cap towards curbside of a Ralph's grocery store.,Lower Lateral (Private), ,8,VCP, ,Cleaned-Up;Contained all or portion of spill;Other (specify below);Other Enforcement Agency Notified,"Upon arrival, the spill area was contained by The Irvine Company staff through the use of containment socks that were placed in front of the storm drain inlet.  IRWD staff directed the standing water, with push brooms, to a combination unit placed on site.  Wash down water was then used to clean the area of standing material, which was vacuumed up aftewards.  All recovered water was then discharged into the headworks of IRWD's Michelson Water Recycling Plant.",
3848,8SSO11513,Active,829208,"2710 Alton Pkwy, Irvine",1300.0,No,Yes,No,1000.0,300.0,,,2710 Alton Pkwy,Irvine,92606.0,Spill occurred in the parking lot of the strip mall.,Lateral Clean Out (Private),The spill appeared at the clean out that flows into the grease interceptor.,Separate Storm Drain;Street/Curb and Gutter, ,14-OCT-16 07.45.00.000000 PM,10/14/2016 19:45,10/14/2016 20:20,14-OCT-16 08.30.00.000000 PM,Grease Deposition (FOG), ,Food Service Establishment (FSE), ,Upper Lateral (Private), , , , ,Cleaned-Up;Contained all or portion of spill;Restored flow;Property Owner Notified;Other Enforcement Agency Notified, ,
3849,8SSO11518,Active,716096,The Metropolitan Condominiums,44400.0,Yes,Yes,No,3000.0,41400.0,33.672943,-117.859231,2233 Martin,Irvine,92612.0,Two car under ground parking structure sump pump station discharging to local storm drain.,Other (specify),sewage leaking from sewer lines and draining through the lower parking structure walls and drainage holes. Sewage captured in two seperate sump areas and discharged to a nearby curb and gutter outside of the building.,Other paved surface;Storm drain;Street/curb and gutter;Surface water, ,07-APR-08 12.00.00.000000 AM,04/10/2008 08:15,04/10/2008 08:15,10-APR-08 12.00.00.000000 AM,Root intrusion, ,,,,,8,pvc,1991,Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3850,8SSO11518,Active,724792,16575 Von Karman,90.0,No,Yes,Yes,90.0,0.0,33.697705,-117.83586,16575 Von Karman,Irvine,92612.0,,Other (specify),Grease Interceptor,Storm drain, ,14-AUG-08 11.15.00.000000 AM,08/14/2008 12:00,08/14/2008 12:25,14-AUG-08 12.30.00.000000 PM,Pipe structural problem/failure, ,,,Other (specify below),Down stream of the grease interceptor, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
3851,8SSO11518,Active,776628,MacArther and Redhill,5.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,5.0,0.0,33.694292,-117.853653,17500 Redhill,Irvine,92614.0,,Other (specify),Clean out,Street/curb and gutter, ,13-JAN-12 02.45.00.000000 PM,01/13/2012 14:47,01/13/2012 15:10,13-JAN-12 03.45.00.000000 PM,Debri-General, ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3852,8SSO11518,Active,776637,2540 Main Street,750.0,Yes,Yes,No,100.0,650.0,33.681783,-117.843578,2540 Main,Irvine,92614.0,Private clean out in parking lot,Other (specify),Private clean out,Separate storm drain;Street/curb and gutter, ,25-JAN-12 11.00.00.000000 AM,01/25/2012 16:09,01/25/2012 16:30,25-JAN-12 03.10.00.000000 PM,Grease deposition (FOG), ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3853,8SSO11518,Active,789204,Balcony bar and Grill,100.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,33.687839,-117.834005,2710 Alton,Irvine,92612.0,,Other (specify),Clean out,Other paved surface;Street/curb and gutter, ,04-DEC-12 12.45.00.000000 PM,12/04/2012 13:05,12/04/2012 12:55,04-DEC-12 01.05.00.000000 PM,Grease deposition (FOG), ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3854,8SSO11518,Active,796438,Sky Park Circle,200.0,No,Yes,Yes,200.0,0.0,33.688566,-117.855231,18025 Sky Park,Irvine,92614.0,,Other (specify),Building Clean out,Separate storm drain;Street/curb and gutter, ,19-JUN-13 01.43.00.000000 PM,06/19/2013 14:02,06/19/2013 14:10,19-JUN-13 02.15.00.000000 PM,Root intrusion, ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3855,8SSO11518,Active,798317,17145 Von Karman,325.0,Yes,Yes,Yes,225.0,100.0,33.691503,-117.841172,17145 Von Karman,Irvine,92612.0,,Other (specify),Clean out pipe,Combined storm drain (combined CS only);Separate storm drain;Street/curb and gutter, ,27-AUG-13 03.35.00.000000 PM,08/27/2013 15:40,08/27/2013 16:00,27-AUG-13 04.40.00.000000 PM,Root intrusion, ,,,Other (specify below),Private 6 inch sewer main, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3856,8SSO11518,Active,819541,"17801 Cartwright, Irvine",100.0,No,Yes,No,50.0,50.0,0.0,0.0,17801 Cartwright,Irvine,92612.0,,Lateral Clean Out (Public), ,Separate Storm Drain;Street/Curb and Gutter, ,02-OCT-15 10.40.00.000000 AM,10/02/2015 10:42,10/02/2015 10:57,02-OCT-15 01.44.00.000000 PM,Debris-Rags,An accumulation of wipes and paper towels were observed in the line along with roots.,"Commercial Property (Office, retail, etc.)",Yogurtland Corporate Office Headquarters.,Upper Lateral (Private), ,4, , ,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Returned Portion of Spill to Sanitary Sewer System;Other Enforcement Agency Notified, ,
3857,8SSO18109,Active,831495,14091 Newport Ave.,900.0,Yes,Yes,No,800.0,100.0,33.736,-117.82496,14091 Newport Ave.,Tustin,92780.0,South side of building at grease interceptor for  14091 Newport Ave.,Other sewer system structure,Spill came from grease interceptor outlet chamber access manhole.,Drainage Channel;Separate Storm Drain;Street/Curb and Gutter,Spill travelled from grease interceptor manhole to surface drain in parking lot in front of pizzeria establishment.  Surface drain discharged to curb and gutter and then to storm drain catch basin.,25-DEC-16 12.00.00.000000 AM,12/27/2016 16:05,12/27/2016 16:25,27-DEC-16 05.00.00.000000 PM,Grease Deposition (FOG),The outlet Tee on the grease interceptor was missing and later discovered to be laying in the bottom of the grease interceptor.,"Commercial Property (Office, retail, etc.)",There are 4 FSEs that share one grease interceptor at this location.,Other (specify below),The failure occurred within the grease interceptor.  The outlet tee was not in place.,4,PVC, ,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill,"Our staff vacuumed out the grease interceptor (approximately 2,000 gallons)  to prevent the spill from continuing while OCHCA worked with the property manager and businesses to stop discharging into the grease interceptor.  The parking lot was then vacuumed along with the parking lot surface drain and storm water catch basin (approximately 600 gallons).  Our staff then coordinated with County Staff from OC Storm Water who identified a storm drain manhole where grease could be seen floating on top of water.  Our crew vacuumed up approximately 9,200 gallons of water from the storm drain in an effort to remove as much grease as possible.",
3858,9SSO10570,Active,753972,Prothero Mobilehome Estate,1200.0,Yes,Yes,No,200.0,1200.0,33.62034,-117.69598,23572 Prothero,Lake Forest,,"8  MAINLINE CLEAN OUTS, PRIVATE SYSTEM SSO.",Gravity sewer,TWO 8  MAIN CLEAN OUTS.,Other (specify below),ALISO CREEK,24-JUN-10 11.00.00.000000 PM,06/25/2010 11:00,06/25/2010 09:30,25-JUN-10 11.00.00.000000 AM,Grease deposition (FOG), ,,,Other (specify below),8  MAINLINE.  PRIVATE SEWER SYSTEM.,8,VCP, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Other (specify below),USED ETWD VACTOR TO RECOVER CONTAINED SPILL.,
3859,9SSO10570,Active,800989,Spartan St.,15.0,No,Yes,No,8.0,7.0,,,24575 Spartan,Mission Viejo,92692.0,PRIVATE LATERAL,Lower Lateral (Private), ,Separate Storm Drain;Street/Curb and Gutter, ,19-NOV-13 03.00.00.000000 PM,11/19/2013 15:45,11/19/2013 15:55,19-NOV-13 04.35.00.000000 PM,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),CONTRACTOR FOR SCE POWER BORED THROUGH CUSTOMER LATERAL.,Single Family Home, ,Lower Lateral (Private), ,4,PVC, ,Cleaned-Up;Contained all or portion of spill;Returned Portion of Spill to Sanitary Sewer System;Property Owner Notified,DISTRICT EXPOSED AND REPAIRED CUSTOMER'S LATERAL.,
3860,9SSO10570,Active,818025,"248545 Leto Circle, MV",2.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,33.60152,-117.67668, ,,,,Lateral Clean Out (Private), , , ,13-SEP-15 09.15.00.000000 AM,09/13/2015 09:15, ,,Root Intrusion, , , ,Upper Lateral (Private), , , , , , ,
3861,9SSO10570,Active,823175,"23862 Bridger Road,Lake Forest",3.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,33.61641,-117.70732, ,,,,Other sewer system structure,Grease interceptor, , ,21-MAR-16 07.30.00.000000 PM,03/21/2016 19:30, ,,Pipe Structural Problem/Failure,FOG and broken sewer pipe at connection with grease interceptor, , ,Upper Lateral (Private),broken sewer pipe at connection with grease interceptor, , , ,Cleaned-Up;Contained all or portion of spill;Other Enforcement Agency Notified, ,
3862,9SSO10644,Active,723680,"16957 Laurel Lane, San Diego, CA 92127",1200.0,Yes,Yes,No,0.0,1200.0,33.13,117.319722,16957 Laurel Hill,San Diego,92127.0,Privately owned sewer system within the property boundaries of a private condominium complex.,Other (specify),Privately owned sewer manhole within the property boundaries of a private condominium complex.,Storm drain;Street/curb and gutter, ,27-JUL-08 02.00.00.000000 PM,07/27/2008 17:00,07/27/2008 17:30,27-JUL-08 06.00.00.000000 PM,Other (specify below),Builder placed debris trap within privately owned sewer collection system during construction.  This trap was not removed and resulted in a blockage.,,,Other (specify below),Privately owned sewer manhole within the property boundaries of a private condominium complex.,8,PVC,2,Cleaned-up (mitigated effects of spill);Restored flow, ,
3863,9SSO10646,Active,646432,Jack in the Box,150.0,No,No,Not Applicable - Spill did not reach storm drainpipe,,,63.0,18.0,1408 Third,Chula Vista,91911.0,"The spill overflowed out of the private sewer lateral, located northwest of the property at the drive thru entrance.",Other (specify),The spill overflowed out of the private lateral onto the street westward down about 200 feet in a storm drain.,Storm drain;Street/curb and gutter, ,22-JAN-07 11.45.00.000000 AM,01/22/2007 11:45,01/22/2007 12:00,22-JAN-07 12.15.00.000000 PM,Grease deposition (FOG), ,,,,,4, , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"City crews were working approx. 100 feet west of the storm drain that the spill went into. They were able to capture a large amount of the spill by placing a few BMPs (geo-logs) along the gutter and notified city's dispatch.  The first combination vehicle (#1) set up a this storm drain; they contained, vacuumed and decontaminated the spill in the street and gutter. Another combo vehicle (#2) set up at the third storm drain inlet downstream, about 450 feet from the first crew to meet and capture the spillage traveling down the storm drain. After unplugging the lateral and cleaning all the spillage on the street, they then proceeded to dump about 400-500 gallons of water down the storm drain to clean the storm drainpipes.  The crew (#2) downstream was able to vacuum all of the water, there was 100% containment and full recovery of the sewer spill.",
3864,9SSO10646,Active,646701,Hilltop Business Center,360.0,No,No,Not Applicable - Spill did not reach storm drainpipe,360.0,0.0,63.0,17.0,3802 Main,Chula Vista,91911.0,"SSO was coming out of a private sewer lateral, the private sewer lateral clean out is located at the middle driveway entrance at a small business park.",Other (specify),Private sewer lateral clean out,Storm drain;Street/curb and gutter, ,05-APR-07 11.30.00.000000 AM,04/05/2007 13:15,04/05/2007 13:25,05-APR-07 01.30.00.000000 PM,Other (specify below),It was discovered that there was a large amount of baby wipes and paper towels stuck on the auger when rodding the  private lateral.,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Other (specify below),"City crews vacuumed, decontaminated, and washed down all tracings of the SSO on the street and gutter.  City crews tracked  the SSO in the storm drain and went ahead of the SSO approximately 1200 feet west of the overflow to capture all of the spillage. They cleaned all storm drain basins and then flushed the storm drainpipes by dumping 600-700 gallons of water with a crew downstream to vacuum all the water.",
3865,9SSO10646,Active,650263,1246 Third Ave,150.0,No,No,Not Applicable - Spill did not reach storm drainpipe,150.0,,6309958.0,1802242.0,1246 Third,Chula Vista,91911.0,"Private sewer lateral over flow, on private property driveway appox 60' west of Third Ave",Building or structure, ,Storm drain, ,08-MAY-07 08.30.00.000000 AM,05/08/2007 08:45,05/08/2007 09:00,08-MAY-07 09.05.00.000000 AM,Other (specify below),"Unknown cause of blockage, lateral has a sag (20 in length) according to private plumber, but unknown if that was the root cause for blockage.",,,,,6,pvc, ,Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
3866,9SSO10646,Active,655070,Plaza Hermosa,75.0,No,No,Not Applicable - Spill did not reach storm drainpipe,70.0,,32.594722,-117.064167,3218 Main,Chula Vista,91911.0,Private sewer lateral over spill,Building or structure, ,Storm drain, ,23-JUL-07 08.00.00.000000 AM,07/23/2007 11:00,07/23/2007 11:10,23-JUL-07 11.15.00.000000 AM,Debris, ,,,,, , , ,Contained all or portion of spill, ,
3867,9SSO10646,Active,704804,Georgeanna Mobile Home Park,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,30.0,,11.169444,32.60304577,1225 Frontage,Chula Vista,91911.0,"Private lateral spilled onto a flat dirt road. (the latitude is -117.08901861339, unable to submit)",Building or structure,Sewer spill from a mobile home trailer.,Unpaved surface,Sewer spill overflowed onto a flat dirt area. Upon discovery of SSO the resident was notified not to use the water.,05-OCT-07 08.00.00.000000 AM,10/05/2007 10:30,10/05/2007 10:45,05-OCT-07 11.00.00.000000 AM,Other (specify below),Unknown- private plumber unplugged the lateral.,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),"Contained and vacuumed the spill, Storm drain Compliance Officer was on site to inspect and make suggestions to owner.",
3868,9SSO10646,Active,706703,601 Telegraph Canyon,200.0,Yes,Yes,No,100.0,40.0,89.65472,32.6285435649,601 Telegraph Canyon,Chula Vista,91910.0,"Private Sewer Lateral over flow, on private property 220' up stream from private storm drain.",Building or structure, ,Other (specify below),Concrete storm drain channel (estimate 245' south of private lateral clean out).,26-OCT-07 10.00.00.000000 AM,10/26/2007 14:45,10/26/2007 14:45,26-OCT-07 03.00.00.000000 PM,Root intrusion, ,,,,, , , ,Returned all or portion of spill to sanitary sewer system, ,
3869,9SSO10646,Active,707683,546 Sea Vale Ct,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,45.0,,32.6477209824,-117.647720982,546 Sea Vale,Chula Vista,91910.0,Private sewer lateral overflow,Building or structure, ,Street/curb and gutter, ,13-NOV-07 09.30.00.000000 AM,11/13/2007 09:45,11/13/2007 09:55,13-NOV-07 09.57.00.000000 AM,Root intrusion, ,,,,, , , ,Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
3870,9SSO10646,Active,710645,729 Fourth Ave,200.0,No,Yes,No,60.0,140.0,32.6253783503,-117.077894403,729 Fourth,Chula Vista,91910.0,"Private sewer lateral spill, 24 hour estimation sewer over flow on to gutter before reaching storm drain catch basin (200 gals).",Gravity sewer, ,Other (specify below),J St Marina (San Diego Bay),02-JAN-08 12.35.00.000000 PM,01/02/2008 12:35,01/02/2008 12:35,02-JAN-08 12.37.00.000000 PM,Root intrusion, ,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3871,9SSO10646,Active,710683,206 James Ct,75.0,No,No,Not Applicable - Spill did not reach storm drainpipe,75.0,,32.620613,-117.085419,206 James,Chula Vista,91910.0,"Private sewer lateral overflow,",Manhole, ,Street/curb and gutter, ,27-DEC-07 10.00.00.000000 PM,12/27/2007 23:25,12/27/2007 23:45,27-DEC-07 11.48.00.000000 PM,Debris, ,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3872,9SSO10646,Active,710932,979 Broadway,30.0,No,No,Not Applicable - Spill did not reach storm drainpipe,30.0,,32.614222,-117.082916,979 Broadway,Chula Vita,91911.0,"Private sewer lateral overflow, estimate 30gals spilled along curb and gutter.",Building or structure, ,Street/curb and gutter, ,29-DEC-07 06.45.00.000000 PM,12/29/2007 19:19,12/29/2007 20:15,29-DEC-07 08.16.00.000000 PM,Other (specify below),"CCTV lateral, no evidence of roots or offsets in the lateral were viewed. Unknown cause of blockage.",,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
3873,9SSO10646,Active,711982,687 Palomar St,280.0,No,No,Not Applicable - Spill did not reach storm drainpipe,280.0,,32.6049018305,-117.084163062,687 Palomar,Chula Vista,91911.0,Private sewer lateral,Building or structure, ,Storm drain, ,24-JAN-08 02.00.00.000000 PM,01/24/2008 14:18,01/24/2008 14:18,24-JAN-08 02.18.00.000000 PM,Grease deposition (FOG), ,,,,, , , ,Contained all or portion of spill, ,
3874,9SSO10646,Active,712731,Jack in the Box   Bonita,600.0,Yes,Yes,No,300.0,300.0,32.6584849798,-117.040686026,4011 Bonita,Chula Vista,91910.0,Private sewer lateral,Building or structure, ,Storm drain;Other (specify below),Storm Drain out fall,11-FEB-08 08.30.00.000000 AM,02/12/2008 11:00,02/12/2008 11:20,12-FEB-08 11.22.00.000000 AM,Grease deposition (FOG), ,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,NPDES officer on site,
3875,9SSO10646,Active,712813,577 Oxford St,175.0,No,No,Not Applicable - Spill did not reach storm drainpipe,175.0,,32.6066405336,-117.078768683,577 Oxford,Chula Vista,91911.0,Private sewer Lateral,Building or structure, ,Storm drain,Private sewer lateral spill,13-FEB-08 12.00.00.000000 PM,02/13/2008 13:00,02/13/2008 13:15,13-FEB-08 01.17.00.000000 PM,Other (specify below),"Private sewer lateral over spill traveled 420 ft along (125 ft of private driveway and 300 ft along curb and gutter )before reaching storm drain catch basin. Trash and silt at catch basin helped fully contain spill, city staff arrived as spill was entering catch basin.",,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
