Wdid	Status	Last Updated On	CS Type	SSOq Population Served	SSOq Annual O M Budget	SSOq Annual Cap Exp Budget	SSOq Entry Individuals	SSOq Journey Individuals	SSOq Super Individuals	SSOq Manage Individuals	SSOq Grade I Maint	SSOq Grade I Plant	SSOq Grade II Maint	SSOq Grade II Ei	SSOq Grade II Mechanical	SSOq Grade III Maint	SSOq Grade III Ei	SSOq Grade III Mechanical	SSOq Grade IV Maint	SSOq Grade IV Ei	SSOq Grade IV Mechanical	SSOQ_CSU_I	SSOQ_CSU_II	SSOQ_PIPE_6_GRAVITY	SSOQ_PIPE_6_FORCE	SSOQ_PIPE_8_GRAVITY	SSOQ_PIPE_8_FORCE	SSOQ_PIPE_9_18_GRAVITY	SSOQ_PIPE_9_18_FORCE	SSOQ_PIPE_19_36_GRAVITY	SSOQ_PIPE_19_36_FORCE	SSOQ_PIPE_36_GRAVITY	SSOQ_PIPE_36_FORCE	SSOQ_PIPE_UNKNOWN_GRAVITY	SSOQ_PIPE_UNKNOWN_FORCE	SSOQ_PIPE_TOTAL_GRAVITY	SSOQ_PIPE_TOTAL_FORCE	SSOQ_MILES_OF_FORCE_MAIN	SSOQ_MILES_OF_GRAVITY_SEWER	SSOQ_MILES_OF_LATERALS	SSOQ_PORTION_OF_LTERL_RESPSBLE	SSOQ_MILES_OF_LTERL_RESPSBLE	SSOQ_NO_SERVICE_LATERAL	SSOQ_UNKNOWN_GRAVITY	SSOQ_UNKNOWN_OVER	SSOQ_UNKNOWN_UNDER	SSOQ_CONSTRUCTED_BEFORE_1900	SSOQ_BEFORE_1900_OVER	SSOQ_BEFORE_1900_UNDER	SSOQ_CONSTRUCTED_1900_1919	SSOQ_1900_1919_OVER	SSOQ_1900_1919_UNDER	SSOQ_CONSTRUCTED_1920_1939	SSOQ_1920_1939_OVER	SSOQ_1920_1939_UNDER	SSOQ_CONSTRUCTED_1940_1959	SSOQ_1940_1959_OVER	SSOQ_1940_1959_UNDER	SSOQ_CONSTRUCTED_1960_1979	SSOQ_1960_1979_OVER	SSOQ_1960_1979_UNDER	SSOQ_CONSTRUCTED_1980_1999	SSOQ_1980_1999_OVER	SSOQ_1980_1999_UNDER	SSOQ_CONSTRUCTED_2000_CURRENT	SSOQ_AFTER_2000_OVER	SSOQ_AFTER_2000_UNDER	SSOQ_TOTAL_GRAVITY	SSOQ_TOTAL_OVER	SSOQ_TOTAL_UNDER	SSOQ_INACCESSIBLE_SEWER_MILES	SSOQ_SEWER_CLEAN_PRODUCTION	SSOQ_GRAVITY_SEWER_INSPECTION	SSOQ_SSF_AVERAGE_DRY	SSOQ_SSF_PEAK_WET	SSOQ_TO_TYPE_1	SSOQ_TO_NAME_1	SSOQ_TO_WDID_1	SSOQ_26_COUNT	SSOQ_TRIBUTARY_SSS	SSOQ_TRIBUTARY_1	SSOQ_TRIBUTARY_NAME_1	SSOQ_TRIBUTARY_WDID_1	SSOQ_27B_COUNT	SSOQ_GRAVITY_AERIAL_CROSS	SSOQ_FORCE_AERIAL_CROSS	SSOQ_SIPHONS_CONVEY_SEWAGE	
5SSO10954	Active	06/21/2016	Municipal (Public)	120	280,000	4,200,000	4	15	4	1	3	2	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0.9	0	lower	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	100	0	0	0.1	81	11	.01	.01	WWTP same agency	GRF	5A090102008	4	No	 	 	 	5	0	0	0	
5SSO10958	Active	04/15/2016	Municipal (Public)	12,500	4,227,208	3,420,500	1.0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	74	100	13	0	11	0	2	0	0	0	0	0	100	100	2.7	61.5	100	none	0	4343	0	0	0	20	0	0	4	0	0	4	0	0	4	0	0	25	0	0	37	2	3	6	1	1	100	3	4	0	21	8.8	1.3	8.6	WWTP same agency	City of Grass Valley Wastewater Treatment Plant	5A290100001	4	No	 	 	 	5	37	4	0	
5SSO10959	Active	04/28/2016	Municipal (Public)	1,077	102,650	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	5	100	95	0	0	0	0	0	0	0	0	0	100	100	0.6	2.6	1.1	none	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	17	0	0	0	1	0	100	1	0	0.1	0	0	.072	1.1	WWTP same agency	Grayson Treatment Facility	93-088	4	No	 	 	 	5	0	0	0	
5SSO10961	Active	02/08/2017	Municipal (Public)	1,500	1,000,000	200,000	2	8	2	1	2	2	2	0	0	1	0	1	1	0	0	1	1	50	75	25	0	25	25	0	0	0	0	0	0	100	100	7	35	0	none	0	1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	1	15	1	0	0	1	0	0	100	1	15	10	7.0	5	125	500	WWTP same agency	GCSD	5SSO10961	4	No	 	 	 	5	6	1	0	
5SSO10963	Active	03/28/2017	Municipal (Public)	2,000	36,000,000	74,730	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	40	0	15	0	0	0	0	0	0	0	100	0	0.1	5.5	11	lower	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1	0	1	0	0	9	0	0	100	1	0	0	5.5	0.5	.13	.5	WWTP same agency	Hamilton City Community Services District	5SSO10963	4	No	 	 	 	5	0	0	1	
5SSO10964	Active	02/27/2017	Municipal (Public)	240	24,000	0	1	8	1	1	1	0	1	0	0	4	0	0	0	0	0	0	0	44	100	56	0	0	0	0	0	0	0	0	0	100	100	0.5	0.8	0.5	none	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0	100	0	100	0	0	0	0.4	0.52	WWTP same agency	Hammonton Gold Village WWTP	5A581007001	4	No	 	 	 	5	0	0	0	
5SSO10965	Active	02/16/2017	Municipal (Public)	10,464	2,924,442	500,000	3	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	72	100	13	0	10	0	5	0	0	0	0	0	100	100	1	57	40	none	0	3348	0	0	0	0	0	0	5	0	0	5	0	0	25	0	0	40	0	100	15	0	0	10	0	0	100	0	100	5	10	5	2.3	5.7	WWTP same agency	Hangtown Creek Water Reclamation Facility	CA0078956	4	No	 	 	 	5	100	0	2	
5SSO10966	Historical																																																																														0					0				
5SSO10967	Active	06/06/2016	Municipal (Public)	1,464	58,000	387,000	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75	30	10	30	15	40	0	0	0	0	0	0	100	100	1.5	15.6	14.1	lower	7.1	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	50	85	0	40	0	0	10	100	0	100	1	1.5	0.4	.350	.894	WWTP same agency	Hidden Valley Lake CSD	5SSO10967	4	No	 	 	 	5	1	1	0	
5SSO10968	Active	04/25/2016	Municipal (Public)	7,300	3,500,000	0	1	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	26	0	43	16	21	0	10	84	0	0	0	0	100	100	2	22	3	none	0	2083	0	0	0	0	0	0	19	0	0	0	0	0	4	0	0	7	0	0	24	0	0	46	1	0	100	1	0	1	15	2	1.1	1.3	WWTP same agency	City of Hughson	5SSO10968	4	No	 	 	 	5	0	0	0	
5SSO10969	Active	02/23/2017	Municipal (Public)	50	12,000	5,000	1	11	2	1	1	1	0	2	0	1	0	0	3	2	0	5	3	0	100	0	0	0	0	0	0	0	0	0	0	100	100	1.9	0	0.4	lower	0.1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0.5	0	0	.002	.003	WWTP same agency	Indian Rock WWTP	WDR 90-259	4	No	 	 	 	5	0	0	0	
5SSO10970	Active	02/01/2017	Municipal (Public)	41,361	1,700,795	440,000	0	5	0	1	0	0	2	0	0	2	0	0	2	0	0	0	0	4	41	84	26	10	33	2	0	0	0	0	0	100	100	15.9	125	75	none	0	11644	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	5	11	65	5	4	16	0	5	100	10	20	0	19	12	2.3	3.75	WWTP same agency	Water Recycling Facility	5SS010970	4	No	 	 	 	5	0	2	2	
5SSO10971	Active	09/29/2016	Municipal (Public)	810	10,000	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	60	0	25	0	0	0	0	0	0	0	100	0	0	2.8	3.9	lower	2.3	410	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	40	0	0	0	0	0	30	0	0	100	0	0	0	0	0	0.074	0.178	WWTP same agency	City of Isleton	14065	4	No	No	 	 	5	0	0	0	
5SSO10974	Active	01/04/2017	Municipal (Public)	2,068	625,000	250,000	1	5	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	61	85	35	10	0	0	0	0	0	0	4	5	100	100	9.3	13	7	lower	4	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	1	5	18	0	0	4	0	0	100	1	5	0	6	2	.172	.333	WWTP same agency	Kelseyville Watsewater Plant	5SSO10974	4	No	 	 	 	5	5	4	0	
5SSO10975	Active	02/25/2017	Municipal (Public)	5,000	70,800	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	100	60	00	0	0	0	0	0	0	0	0	100	100	8	0.5	2	none	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	35	1	0	35	0	1	100	1	1	2	1	0	.035	.19	WWTP same agency	KMPUD	NA	4	No	 	 	 	5	0	2	0	
5SSO10976	Active	05/17/2016	Municipal (Public)	1,300	7,500	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	0	50	0	11	0	0	0	0	0	0	0	100	0	0	4.7	1.2	none	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1	0	0	0	0	10	0	0	100	1	0	0	0	0	.0830	.1060	SSS same agency	Knights Landing Service District	unknown	4	No	 	 	 	5	0	0	0	
5SSO10978	Active	02/23/2017	Municipal (Public)	2,550	247,500	31,000	1	11	2	1	1	1	0	2	0	1	0	0	3	2	0	5	3	90	1	8	0	2	99	0	0	0	0	0	0	100	100	2.1	17.8	21	lower	4.4	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	35	0	0	15	1	1	100	1	1	4	0	0	.117	.212	WWTP same agency	La Contenta WWTP	WDR 95-177	4	No	 	La Contenta WWTP	 	5	3	1	0	
5SSO10980	Historical																																																																														0					0				
5SSO10981	Active	02/03/2017	Municipal (Public)	500	245,000	1,500,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	100	20	0	10	0	0	0	0	0	0	0	100	100	1.5	7.0	2.5	lower	1.2	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	43	0	100	100	0	100	2.8	0.3	0	0.042	0.290	SSS same agency	Lake Berryessa Resort Improvement District	5SSO10981	4	No	 	 	 	5	0	0	0	
5SSO10982	Active	01/04/2017	Municipal (Public)	479	162,603	0	1	7	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	64	100	10	0	0	0	0	0	0	0	26	0	100	100	2.3	4.2	1.4	lower	0.7	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1	4	10	0	0	100	1	4	0	1.5	0	.03	.06	WWTP other agency	City of Lakeport	5SSO10982	4	No	 	 	 	5	0	0	0	
5SSO10983	Active	03/06/2017	Municipal (Public)	4,790	360,000	63,000	3	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	98	100	1	0	1	0	0	0	0	0	0	0	100	100	2	26	29	lower	11	1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	0	20	0	0	0	0	0	100	100	0	1	34	5	.317	.863	WWTP same agency	Lake of the Pines Treatment Plant	5sso10983	4	No	 	 	 	5	4	0	0	
5SSO10984	Active	03/06/2017	Municipal (Public)	7,080	780,000	30,000	3	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	98	100	1	0	1	0	0	0	0	0	0	0	100	100	2	41	43	lower	16	2915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	0	10	0	0	0	0	0	100	100	0	3	43	5	.313	1.041	WWTP same agency	LWWTP	5sso10984	4	No	 	 	 	5	5	2	0	
5SSO10985	Active	03/09/2017	Municipal (Public)	9,013	2,193,490	204,510	0.8	0.7	0.1	0.2	3	0	0	0	0	0	0	0	0	0	0	0	0	8	12	65	41	21	47	6	0	0	0	0	0	100	100	5.0	29.8	16.3	lower	7.4	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3	0	100	3	0	0	4.6	4.9	.34	.60	WWTP same agency	LCTF	R5-2015-0006	4	No	 	 	 	5	0	1	0	
5SSO10986	Historical	09/22/2011	 	150	36,000	36,000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1.1	0.4	upperLower	0.4	60	 	 	 	0	 	 	0	 	 	0	 	 	0	 	 	95	 	 	2	 	 	3	 	 	 	 	 	0	0.5	0.5	 	 	 	 	 	4	 	 	 	 	5	 	 	 	
5SSO10987	Active	11/14/2016	Municipal (Public)	47,000	7,370,519	108,046	0	3	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	50	20	30	20	10	60	8	0	2	0	0	0	100	100	3	220	160	lower	64	18000	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	10	0	0	16	1	3	70	2	2	100	3	5	10	12	1	3	5	WWTP same agency	Lincoln Wastewater Treatment Reclaimation Facility	R5-2014-0007	4	No	No	 	 	5	3	1	0	
5SSO10988	Active	12/01/2016	Municipal (Public)	18,000	244,150	754,312	2	4	2	2	0	0	0	0	0	1	0	0	0	0	0	1	1	30	20	25	20	20	60	25	0	0	0	0	0	100	100	0.5	50	15	none	0	3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	4	2	0	1	1	30	01	2	100	6	5	0	3.0	1.0	1	3	WWTP same agency	Linda County Water District	N/A	4	No	 	 	 	5	0	0	0	
5SSO10989	Active	12/14/2016	Municipal (Public)	1,450	171,646	30,000	0	3	1	1	0	2	1	0	0	0	0	0	0	0	0	1	1	22	50	51	50	27	0	0	0	0	0	0	0	100	100	3	11	2	none	0	563	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	10	0	0	30	0	0	20	1	0	100	1	0	0	1.0	1.0	.92	.114	WWTP same agency	LCWD WWTP	5SSO10989	4	No	 	 	 	5	0	0	0	
5SSO10990	Historical																																																																														0					0				
5SSO10991	Active	02/01/2017	Municipal (Public)	2,300	322,000	50,000	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	65	50	35	0	0	0	0	0	0	0	0	100	100	2.2	12	20	lower	12	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	1	60	0	1	5	0	0	100	2	2	0.5	9	0	.19	.25	WWTP same agency	Lockeford community Services District	na	4	No	 	 	 	5	0	1	0	
5SSO10993	Active	03/21/2016	Municipal (Public)	73,464	940,950	744,400	1	9	2	1	2	1	4	2	1	0	0	0	1	0	2	0	0	48	29	20	0	13	71	6	0	1	0	12	0	100	100	8	300	144	lower	72	19500	0	0	0	0	0	0	0	0	0	5	1	0	25	1	0	45	0	0	15	7	1	10	6	0	100	15	1	1	67	1	6.10	9.80	WWTP same agency	City of Manteca Water Quality CP	5SSO10993	4	Yes	No	City of Lathrop	5SSO10897	5	0	0	2	
5SSO10994	Active	03/17/2017	Municipal (Public)	12,250	250,000	50,000	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0	2	1	10	0	70	0	20	100	0	0	0	0	0	0	100	100	1	37	0	none	0	5250	0	0	0	0	0	0	5	0	0	20	0	0	20	2	0	42	1	0	10	2	0	3	0	1	100	5	1	2	15	3	1.0	2.5	WWTP same agency	City of Marysville WWTP	5SSO10994	4	No	 	 	 	5	0	0	0	
5SSO10995	Active	05/04/2016	Municipal (Public)	1,300	368,195	66,483	0	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	80	0	20	0	0	0	0	0	0	0	0	0	100	0	0	4.3	4.3	upperLower	4.3	400	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	15	0	0	5	0	0	5	0	0	100	0	0	0	0.5	1	.1211	.1344	WWTP same agency	Maxwell PUD WWTP	None	4	No	 	 	 	5	0	0	0	
5SSO10997	Active	01/04/2017	Municipal (Public)	1,193	241,985	20,000	2	8	1	2	0	1	0	1	1	0	1	1	0	0	0	0	0	98	100	2	0	0	0	0	0	0	0	0	0	100	100	2.5	12	12	lower	5.6	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	1	2	5	0	0	100	1	2	0	2	2	.13	.2	WWTP same agency	Middletown Treatment Plant	5SSO10997	4	No	 	 	 	5	0	2	0	
5SSO10998	Historical																																																																														0					0				
5SSO10999	Historical	02/23/2016	Municipal (Public)	440	50,000	12,000	1	11	2	1	0	1	0	2	0	1	0	0	3	2	0	4	3	0	100	0	0	0	0	0	0	0	0	0	0	100	100	2.4	0	3.7	lower	0.9	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	1	20	0	0	100	0	1	0.5	0	0	.0122	.025	WWTP same agency	Arnold WWTP	WDR 97-073	4	No	 	 	 	5	0	0	0	
5SSO11001	Active	03/28/2017	Municipal (Public)	203,085	4,363,284	15,325,487	5	28	3	1	14	0	10	2	4	3	0	0	3	0	0	4	4	59	16	18	5	12	34	6	4	5	41	0	0	100	100	7.6	645	0	none	0	59903	0	0	0	5	0	0	5	0	0	15	0	0	15	1	0	15	0	0	20	14	13	25	8	4	100	23	17	3	546	59	23	75	WWTP same agency	Modesto WWTP	0079103	4	No	No	Empire Sanitary CS	0	5	50	0	7	
5SSO11002	Active	12/06/2015	Municipal (Public)	800	0	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	20	20	75	80	0	0	0	0	0	0	5	0	100	100	0.6	3.6	0	none	0	357	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	5	0	1	85	0	0	100	0	2	0.1	0.1	2	0.025	0.150	WWTP same agency	Mokelumne Hill WWTP	5B050101001	4	No	 	 	 	5	0	0	0	
5SSO11003	Active	04/21/2016	Municipal (Public)	12,000	100,000	74,000	0	4	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	90	0	4	0	1	0	0	0	1	0	100	0	0	36	12	none	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	10	0	0.720	0.720	WWTP same agency	Mt House WWTP	5SSO11003	4	No	 	 	 	5	0	0	0	
5SSO11004	Historical	10/31/2007	Municipal	5,000	10,000	10,000	0	1	0	1	0	 	0	 	 	0	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	none	 	2500	 	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	100	 	 	 	 	 	0	5	0	 	 	 	 	 	4	 	 	 	 	5	 	 	 	
5SSO11005	Active	01/03/2017	Prison	3,546	75,000	5,000	0	8	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	50	50	0	0	50	50	0	0	0	0	0	0	100	100	1	3	5	upperLower	5	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	1	2	1	0	1	100	1	3	0	1	1	.4	.6	WWTP same agency	Mule Creek, WWTP	5SSO11005	4	No	 	 	 	5	1	1	0	
5SSO11006	Historical																																																																														0					0				
5SSO11007	Active	03/20/2017	Municipal (Public)	1,000	785,423	648,349	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	50	30	50	10	0	0	0	0	0	0	0	100	100	2	9.9	5	none	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	30	0	0	10	0	0	100	0	0	3	11.9	10	125	.9	SSS same agency	MSD	5SSO11007	4	No	 	 	 	5	5	2	0	
5SSO11008	Active	04/04/2016	Municipal (Public)	922	60,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	100	40	0	0	0	0	0	0	0	0	0	100	100	1.5	5.1	4.7	lower	1.8	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	100	15	0	0	0	0	0	100	0	100	0.9	0	0	0.027	0.210	SSS same agency	Napa Berryessa Resort IMP Dist	5SSO11008	4	No	 	 	 	5	0	1	0	
5SSO11011	Active	06/16/2014	Municipal (Public)	3,068	391,743	150,000	0	5	2	12	0	0	0	0	0	0	0	0	0	0	1	0	0	70	0	15	0	15	0	0	0	0	0	0	0	100	0	0	20.5	14	upperLower	0	1205	0	0	0	10	0	0	10	0	0	40	0	0	17	0	0	3	0	0	10	0	0	10	0	0	100	0	0	2	13	4.3	.380	.650	WWTP same agency	Nevada City Wastewater Plant	CA0079901	4	No	 	 	 	5	0	0	0	
5SSO11012	Active	03/31/2017	Park (w/Campground)	950	3,000	1,000	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	100	100	0.4	0.6	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	4	0	0	0	0	0	0	100	0	4	0	0	0	4,389	1	SSS same agency	New Hogan Project	5sso11012	4	No	 	 	 	5	0	0	0	
5SSO11014	Active	03/06/2017	Municipal (Public)	110	21,000	2,000	3	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	100	100	0.5	2	0.8	lower	0.3	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	100	5	0	0	100	0	100	0.1	2	0.2	.0128	.053	WWTP same agency	NSJTP	5sso11014	4	No	 	 	 	5	0	0	0	
5SSO11015	Active	01/04/2017	Municipal (Public)	8,855	2,334,462	506,500	1	8	1	2	0	2	0	2	2	0	1	1	0	0	0	0	0	63	20	25	42	7	25	0	0	0	0	5	13	100	100	16	69	34	lower	17	4088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	2	50	9	10	20	0	2	100	9	14	10	5	5	1.6	8.5	WWTP same agency	NW Treatment Plant	5A17010400	4	No	 	 	 	5	1	1	0	
5SSO11017	Active	01/03/2017	Municipal (Public)	20,685	1,134,972	190,000	2	4	1	2	1	0	0	0	0	0	1	0	0	0	0	3	0	31	54	42	15	25	31	2	0	0	0	0	0	100	100	2	70	55	none	0	7316	0	0	0	0	0	0	5	0	0	8	0	0	14	0	0	18	1	1	20	2	5	35	1	1	100	4	7	4	4	3.5	1.59	6.7	WWTP same agency	City of Oakdale WWTP	5C500104001	4	No	 	 	 	5	0	1	0	
5SSO11018	Active	05/14/2016	Municipal (Public)	560	12,000	5,000	0	0.3	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	53	100	27	0	20	0	0	0	0	0	0	0	100	100	0.7	4.0	4.0	lower	2.7	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	3	100	0	3	0	4.0	4.0	0.3	0.4	WWTP same agency	OLWD	5SS011018	4	Yes	No	Oakwood Shores MHP	NA	5	0	0	0	
5SSO11019	Active	03/29/2017	Municipal (Public)	19,509	443,643	$123,000	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	2	0	34	21	44	9	16	18	2	51	3	0	1	1	100	100	8	32	45	none	0	6588	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	20	1	5	30	0	3	45	3	5	100	5	13	1	3.5	3.1	1.55	4.78	WWTP same agency	Olivehurst PUD	5SSO11019	4	No	 	 	 	5	0	4	0	
5SSO11020	Active	09/01/2016	Municipal (Public)	240	177,391	0	0	44	4	3	3	0	2	0	1	1	0	0	0	0	0	1	1	15	0	85	0	0	0	0	0	0	0	0	0	100	0	0	1.4	0.7	upperLower	0.7	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	60	0	0	35	0	0	100	0	0	0	1	0.8	0.0001	0.05	WWTP same agency	Pardee Recreation WWTP	5B031009001	4	No	 	 	 	5	0	0	0	
5SSO11021	Active	08/25/2016	Municipal (Public)	20,560	2,061,927	63,875	1	5	1	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	0	63.4	42.8	lower	21.4	5888	0	100	100	0	0	0	0	0	0	10	0	0	10	0	0	15	0	0	15	0	0	50	0	0	100	100	100	0	14.7	3	0	0	WWTP same agency	City of Patterson	5S50I019968	4	No	No	 	 	5	0	0	0	
5SSO11022	Active	03/06/2017	Municipal (Public)	680	110,000	15,000	3	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	100	100	8	0	5	upperLower	5	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	100	0	5	0	0	100	100	0	0	0	0	.059	.1767	WWTP same agency	PVTP	5sso11022	4	No	 	 	 	5	0	2	0	
5SSO11025	Active	03/08/2017	Municipal (Public)	295	150,345	0	0	3	1	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	100	0	0	0	0	0	0	0	0	0	0	100	100	3.4	0.0	0.4	lower	0.4	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	10	0	0	100	0	0	0.5	0	0	.005	.008	SSS same agency	Amador Water Agency	5SSO11025	4	No	 	 	 	5	0	1	0	
5SSO11028	Active	09/01/2016	Municipal (Public)	14,482	1,574,755	6,500,000	3.2	4.1	1.2	0.4	3.6	0	1.2	0	0	0.4	0	0	0	0	0	0	0	63	95	22	1	13	4	2	0	0	0	0	0	100	100	32.6	73.0	44.1	none	0	5439	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	20	0	4	44	1	10	26	1	6	100	2	20	0	16.3	11.1	1.5	6.0	WWTP same agency	Lincoln	5A31NP00011	4	Yes	Yes	Applegate, Zone 24 CA	5SSO10866	5	58	23	5	
5SSO11029	Active	09/30/2016	Municipal (Public)	1,469	449,108	0	0.5	0.6	0.2	0.1	0.1	0	0.2	0	0	0.1	0	0	0	0	0	0	0	66	100	24	0	10	0	0	0	0	0	0	0	100	100	3.9	13.1	5.0	none	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	52	0	1	5	0	2	100	0	3	0	2.1	11.9	.09	0.34	SSS same agency	SMD 2 Collection System	5SSO11362	4	No	 	 	 	5	4	4	0	
5SSO11030	Historical																																																																														0					0				
5SSO11033	Active	07/06/2016	Municipal (Public)	991	613,647	12,000	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	50	0	25	0	25	0	0	0	0	0	0	0	100	0	0.1	6.9	3.1	none	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	20	0	0	10	0	0	100	0	0	0.2	5	0.5	.094	.550	WWTP same agency	City of Plymouth	NA	4	No	 	 	 	5	1	0	0	
5SSO11034	Historical	04/07/2008	 	270	10,000	3,400,000	2	13	1	2	1	 	0	 	 	0	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1.8	0	lower	0	96	 	 	 	0	 	 	0	 	 	0	 	 	25	 	 	50	 	 	25	 	 	0	 	 	 	 	 	0.1	0.4	0.4	 	 	 	 	 	4	 	 	 	 	5	 	 	 	
